,rxn_ID,Control,FeLim,FeEx,ZnLim,ZnEx,fluxes
301,rxn01611_c0,0.0,0.0,0.0,0.0,0.0,1.4904389695050786
302,rxn00499_c0_f,13.9021635,13.9452715,13.866183,13.851212,13.909687,0.0
303,rxn04954_c0_f,23.566105,23.545033,23.487154,23.364845,23.462072,0.0
304,rxn00154_c0,0.0,0.0,0.0,0.0,0.0,4.638517062003325
305,rxn00799_c0_f,3.879956,3.5501783,3.8220747,4.0279384,3.7100515,0.0
306,rxn01361_c0_f,14.674122,15.732605,14.7643175,14.896625,15.549822,0.29537790486555165
307,rxn09736_c0_o,68.097244,69.50956,68.51495,68.659004,69.13339,0.0
308,rxn05238_c0_i,201.28693,199.39218,200.68884,200.51308,199.78143,0.21137134476617464
309,rxn08730_c0_o,383.65622,383.51505,383.38147,383.51047,383.48215,460.7651425889415
310,rxn31154_d0_i,447.0502,340.5717,396.23038,390.4499,356.0046,1000.0
311,rxn05467_c0_i,229.81226,230.15355,230.49187,230.61887,230.38756,124.38228079436612
312,rxn05468_c0_i,111.85313,119.045334,116.16979,116.35899,118.072754,0.0
313,rxn09121_c0_o,359.8597,359.7783,360.0032,360.16205,359.93408,431.7747496875499
314,rxn05319_c0_i,361.72562,362.0747,361.58978,361.72748,361.95612,497.87924084084653
315,rxn05238_d0_o,52.477554,54.64708,53.206104,53.398506,54.194923,0.0
316,rxn05319_d0_o,0.0,0.0,0.0,0.0,0.0,0.0
317,rxn05467_d0_o,50.939533,50.48815,50.36098,50.28376,50.385128,0.0
318,rxn05468_d0_o,143.0584,134.78397,137.64972,137.21524,135.57278,124.95935166446819
319,rxn08730_d0_i,0.0,0.0,0.0,0.0,0.0,0.0
320,rxn09118_d0_i,0.025733069,0.06359389,0.06808593,0.075388715,0.060350772,0.0
321,rxn09121_d0_i,0.0,0.0,0.0,0.0,0.0,0.0
322,rxn09736_d0_i,185.33255,182.09981,184.15407,183.87221,182.86269,25.647744776146848
323,rxn09817_d0_i,1.0088301,0.91557044,0.9382525,0.91438085,0.9103833,0.0
324,rxn09839_d0_i,25.70222,25.274946,25.535858,25.159565,25.222076,0.0
325,rxn10929_d0_o,9.871116,9.893055,9.93303,9.950042,9.8997555,4.7442027343864135
326,rxn10967_d0_o,14.883786,14.718533,14.894347,14.786215,14.779429,0.0
327,rxn11013_d0_o,21.791933,22.40125,21.977045,21.67727,22.121092,6.981758110968854
328,rxn13360_d0_i,1.6065364,1.5688161,1.5245876,1.5173693,1.5534918,1.490438969505068
329,rxn13361_d0_o,45.891663,46.46225,45.694878,45.60792,46.07318,4.695424731748065
330,rxn13365_d0_i,41.235363,41.216274,41.11072,41.60067,41.372684,0.0
331,rxn29240_d0_f,0.0,0.0,0.0,0.0,0.0,0.0
332,rxn29318_d0_o,17.657967,17.423794,17.514767,17.444408,17.425632,3.142658314427268
333,rxn29733_d0_o,9.040034,8.547083,8.876327,8.835003,8.64154,0.0
334,rxn29785_d0_o,13.990755,13.223874,13.728827,13.67344,13.413311,0.0
335,rxn33186_d0_i,3.1561346,3.2142348,3.069684,3.064496,3.1405559,0.0
336,rxn39241_d0_i,3.5613348,3.5687504,3.6137812,3.6638403,3.6225016,0.13278456273772518
337,rxn39242_d0_i,19.302803,19.18991,19.2488,19.083324,19.122522,0.0
338,rxn_cpd00008_c0_i,7.3327785,7.7639613,7.4127007,7.4354396,7.653618,0.0
339,rxn_cpd00002_c0_i,446.635,446.73206,446.73334,446.83163,446.78806,439.6185235006999
340,rxn_cpd00103_c0_o,8.238177,8.693754,8.347413,8.382823,8.5593,0.29537790486555165
341,rxn08217_c0_o,39.227165,39.385353,39.264336,39.640408,39.485786,0.0
342,bio1_biomass,3.0777097,2.7537696,3.0661724,2.9099293,2.8056479,2.7098890354637786
343,EX_cpd00013_e0_i,176.33194,173.4876,175.48874,175.18459,174.12367,24.157305806641773
344,EX_cpd00048_e0_i,94.50947,90.96222,93.446686,93.094246,91.692116,0.21137134476617464
345,EX_cpd11632_e0_i,445.43573,271.1548,365.47598,361.39713,305.47107,1000.0
346,EX_cpd00011_e0_i,147.6916,148.41548,148.849,149.05382,148.75104,124.38228079436612
347,EX_cpd00001_e0_i,340.10526,341.6839,339.90744,340.2381,341.23398,497.87924084084653
348,EX_cpd00002_e0_i,432.99426,433.45834,433.54422,433.8244,433.6449,439.61852350069995
349,rxn00001_d0_r,0.0,0.011740794,0.0,0.012652262,0.022614136,0.0
350,rxn00069_d0_r,64.22283,76.93185,67.253746,68.17902,73.4133,18.02374296377309
351,rxn00086_d0_r,39.160107,33.712315,37.563957,37.103107,34.84281,0.21137134476617475
352,rxn00097_d0_r,0.0,0.30679837,0.072507486,0.15719494,0.22608079,0.0
353,rxn00102_d0_r,51.09039,53.743122,52.504932,52.644928,53.105564,7.397997066816114
354,rxn00117_d0_r,12.746091,12.227858,12.569448,12.5559225,12.350679,0.0
355,rxn00122_d0_r,5.165509,5.0408263,5.1683927,5.162085,5.097524,0.0
356,rxn00148_d0_r,22.636314,22.011072,22.207882,22.27126,22.067818,15.32089963980154
357,rxn00179_d0_r,3.3455148,3.5088577,3.4767773,3.5077007,3.498576,0.0
358,rxn00191_d0_r,3.8310742,3.4795187,3.712934,3.516166,3.472704,0.0
359,rxn00237_d0_r,1.4081057,1.2490659,1.3766567,1.3703531,1.2891976,0.0
360,rxn00248_d0_r,1.0823295,0.96746075,1.1293249,1.0238435,1.0673763,0.0
361,rxn00260_d0_r,63.88501,63.893417,63.351337,64.1715,63.915253,8.572462974786085
362,rxn00272_d0_r,8.799173,8.881183,8.839373,8.969747,8.890567,0.43629213470966843
363,rxn00275_d0_r,8.760411,8.215889,8.486926,8.260705,8.244898,0.0
364,rxn00337_d0_r,3.2912154,3.924144,3.7255812,3.574829,3.7974129,0.0
365,rxn00391_d0_r,1.2960999,1.1836885,1.2699981,1.2701288,1.2100426,0.0
366,rxn00409_d0_r,3.878838,3.775048,3.8546686,3.867127,3.8250687,0.0
367,rxn00420_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
368,rxn00459_d0_r,1.1149879,1.775677,1.3973721,1.4150624,1.6826825,0.0
369,rxn00493_d0_r,2.4764476,2.0630398,2.3591623,2.3032987,2.141174,1.6909707581293973
370,rxn00527_d0_r,1.8910662,1.5649858,1.7858548,1.745088,1.6328437,0.0
371,rxn00533_d0_r,8.316757,6.601127,7.8732133,7.7990327,7.0868855,0.0
372,rxn00611_d0_r,2.7736943,2.3654747,2.6788838,2.6422894,2.4805326,0.35228557461029125
373,rxn00692_d0_r,5.3485165,6.1309648,5.6598535,5.916821,6.0714927,7.111832784671111
374,rxn00693_d0_r,5.7204804,5.471215,5.638052,5.4974575,5.4703984,0.0
375,rxn00711_d0,0.0,0.0,0.0,0.0,0.0,0.0
376,rxn00720_d0_r,0.5747017,0.5264479,0.579359,0.57131135,0.5487736,0.0
377,rxn00747_d0_r,4.543193,4.6247244,4.4899554,4.5895963,4.627741,0.0
378,rxn00777_d0_r,0.006836525,0.18903257,0.070726916,0.07906302,0.116057806,0.0
379,rxn00781_d0_r,3.6506152,2.6126647,3.3108354,3.1366854,2.7888272,6.178817989760913
380,rxn00782_d0_r,1.7353159,3.2668767,2.2272918,2.2508073,2.8679373,243.81576223216834
381,rxn00789_d0,0.0,0.0,0.0,0.0,0.0,0.10297578334762358
382,rxn00790_d0,0.0,0.0,0.0,0.0,0.0,3.438036219292881
383,rxn00791_d0,0.0,0.0,0.0,0.0,0.0,0.06503733685113067
384,rxn00800_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
385,rxn00802_d0_r,0.052140437,0.0,0.0,0.02509307,0.0,0.0
386,rxn00830_d0_r,7.81e-05,7.81e-05,7.73e-05,7.72e-05,7.8e-05,0.0
387,rxn00832_d0_r,4.9088063,5.193139,4.9604983,5.038199,5.1397376,3.5410120026405063
388,rxn00839_d0_r,1.122037,1.0659772,1.1041079,1.1027458,1.0798863,0.0
389,rxn00863_d0_r,5.7291455,5.5140533,5.5251527,5.522725,5.507779,0.0
390,rxn00907_d0_r,4.0127363,3.7601128,3.933706,3.8887625,3.808685,0.0
391,rxn00929_d0_r,3.4790525,1.339543,2.9100919,2.753128,1.8578312,0.2601493474045227
392,rxn00931_d0_r,2.5958571,3.6112597,2.8566124,2.8934958,3.3747354,0.0
393,rxn00974_d0_r,23.741266,23.772524,23.828194,24.075953,23.894041,0.0
394,rxn00980_d0_r,1.2706689,1.2402323,1.2320642,1.251493,1.2505654,0.0
395,rxn01011_d0_r,0.77493894,0.60706794,0.7450226,0.72637045,0.65257525,0.0
396,rxn01018_d0_r,0.88305104,0.88640505,0.84480923,0.83622795,0.80371046,0.0
397,rxn01019_d0_r,0.120124646,0.0,0.0,0.0,0.0,0.0
398,rxn01069_d0_r,2.257316,1.9450214,2.0888405,2.0758162,2.0026376,0.0
399,rxn01100_d0_r,4.1488385,3.6087832,3.8430023,3.886997,3.7017324,0.0
400,rxn01101_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
401,rxn01106_d0_r,22.772343,22.425438,22.565762,22.652988,22.483562,19.098484955238046
402,rxn01116_d0_r,13.745323,14.332027,14.07407,14.144349,14.33488,95.48131423114492
403,rxn01200_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
404,rxn01208_d0,0.0,0.0,0.0,0.0,0.0,0.46610091409976984
405,rxn01211_d0_r,1.485388,1.1795859,1.4164761,1.3793559,1.2452925,0.0
406,rxn01249_d0_r,0.5755813,0.52772206,0.5801098,0.5719523,0.54990286,0.0
407,rxn01257_d0_r,5.3927374,5.2560334,5.2106676,5.2384725,5.2334194,0.0
408,rxn01258_d0_r,2.6314049,2.6736252,2.659535,2.6719675,2.6921585,0.0
409,rxn01301_d0_r,3.9931476,1.8582772,3.3829823,3.224516,2.3915768,0.0
410,rxn01302_d0_r,1.4573128,2.3672903,1.6833888,1.7667143,2.1073334,0.6178547000857416
411,rxn01334_d0_r,3.2501915,3.3965352,3.3583012,3.3153722,3.384146,0.0
412,rxn01345_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
413,rxn01353_d0_r,1.122037,1.0659772,1.1041079,1.1027458,1.0798863,0.0
414,rxn01465_d0_r,26.452188,27.421415,26.491486,26.696753,27.164503,0.29537790486555177
415,rxn01476_d0_r,5.212384,5.1332965,5.013788,4.9918165,5.078325,0.0
416,rxn01512_d0_r,1.122037,1.0659772,1.1041079,1.1027458,1.0798863,0.0
417,rxn01539_d0_r,1.2274996,1.3902124,1.2878963,1.3040287,1.3647386,0.0
418,rxn01636_d0_r,0.737229,1.1212821,0.8798111,0.9187183,1.0417722,0.0
419,rxn01637_d0_r,3.0098152,2.2675185,2.577546,2.4443252,2.3128285,0.29808779390101564
420,rxn01643_d0_r,13.680962,13.008563,13.097097,13.225199,13.046089,0.8780040474902645
421,rxn01652_d0_r,0.3097184,0.1647307,0.26270702,0.2584987,0.19877781,0.0
422,rxn01673_d0_r,1.122037,1.0659772,1.1041079,1.1027458,1.0798863,0.0
423,rxn01678_d0_r,1.122037,1.0659772,1.1041079,1.1027458,1.0798863,0.0
424,rxn01740_d0_r,1.2020433,1.1686751,1.1915575,1.1915939,1.1861019,1.8887926577182534
425,rxn01917_d0_r,1.5642257,1.9306881,1.7479426,1.807158,1.8884996,0.0
426,rxn01974_d0_r,0.59497905,0.68619853,0.65869844,0.6658887,0.6908499,0.0
427,rxn01975_d0_r,3.9998207,3.8258762,3.8845944,3.8403363,3.8062644,0.0
428,rxn02159_d0_r,5.1836176,4.836536,4.9318943,4.959534,4.88402,0.0
429,rxn02320_d0_r,1.496711,1.4864718,1.4415492,1.4100397,1.4537212,0.10297578334762358
430,rxn02373_d0_r,1.6380717,1.6961755,1.6665366,1.6755908,1.7065642,0.26014934740452256
431,rxn02380_d0_r,1.1981007,1.1961086,1.1910397,1.1806076,1.1823381,0.0
432,rxn02402_d0,0.0,0.0,0.0,0.0,0.0,0.0
433,rxn02465_d0_r,3.0027275,2.7127237,2.9020283,2.865177,2.7643301,0.29808779390101564
434,rxn02474_d0_r,0.591363,0.6271603,0.62754375,0.6311399,0.64207554,0.0
435,rxn02476_d0_r,2.070986,1.9476892,2.062239,2.051227,1.987941,0.0
436,rxn02789_d0_r,1.1134007,1.1111044,1.1497012,1.1391314,1.1355914,0.0
437,rxn02811_d0_r,0.8208056,1.0682224,0.9273381,0.932305,1.0155584,0.4661009140997697
438,rxn02832_d0,0.0,0.0,0.0,0.0,0.0,0.0
439,rxn02835_d0_r,0.13636848,0.007750009,0.112291194,0.09997691,0.039063502,0.0
440,rxn02914_d0_r,19.180624,17.17204,18.925486,18.845688,18.019373,7.659230369834794
441,rxn02928_d0_r,7.7136965,5.4830627,7.0342627,6.862151,6.013235,0.0
442,rxn02929_d0_r,6.888917,7.6345067,6.8073754,6.905572,7.301133,0.2601493474045228
443,rxn02938_d0_r,23.896715,23.959185,23.857384,23.932716,23.919626,3.438036219292881
444,rxn02988_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
445,rxn03062_d0_r,0.591693,0.37191275,0.53825825,0.5189253,0.42971256,0.0
446,rxn03080_d0_r,6.022866,6.027632,6.149989,6.1253047,6.0451846,0.0
447,rxn03108_d0_r,2.022846,1.8305817,1.9517812,1.9359658,1.8757915,0.0
448,rxn03135_d0,0.0,0.0,0.0,0.0,0.0,0.10297578334762358
449,rxn03136_d0_r,1.4256002,1.4074045,1.4616088,1.4513828,1.4328731,0.0
450,rxn03175_d0_r,1.5244056,1.3481817,1.3856488,1.3852013,1.3582014,0.0
451,rxn03907_d0_r,6.9673276,6.8437586,6.916767,6.9072,6.8520627,0.0
452,rxn03958_d0_r,1.7687778,1.8499839,1.787937,1.7748989,1.8252208,0.0
453,rxn03983_d0,34.56939,28.10347,32.237034,31.648449,29.426514,0.21137134476617475
454,rxn04996_d0,0.0,0.0,0.0,0.0,0.0,0.0
455,rxn05039_d0_r,4.733517,4.6672597,4.7751675,4.773824,4.698454,0.0
456,rxn05105_d0,0.056981362,0.0,0.004625795,0.006340553,0.0,0.0
457,rxn05106_d0_r,1.4396589,1.3943012,1.4062469,1.4188573,1.4108309,0.0
458,rxn05324_d0,3.1550283,2.7373266,2.9737034,2.9559114,2.8189008,0.9620106075896414
459,rxn05325_d0,0.0,0.0,0.0,0.0,0.0,0.9620106075896406
460,rxn05326_d0,0.0,0.0,0.0,0.0,0.0,0.9620106075896407
461,rxn05330_d0_r,3.1611905,3.258538,3.248295,3.2213683,3.2517989,0.0
462,rxn05331_d0_r,1.5065008,1.8520882,1.6108418,1.6274645,1.7690461,0.0
463,rxn05335_d0_r,9.383339,9.391557,9.499594,9.451785,9.403775,0.0
464,rxn05337_d0_r,1.4085622,1.2436167,1.2799754,1.2775985,1.252598,0.9620106075896409
465,rxn05338_d0,0.0,0.0,0.0,0.0,0.0,0.9620106075896406
466,rxn05340_d0_r,0.9951707,0.8296758,0.9100955,0.8980474,0.8608675,0.9620106075896415
467,rxn05342_d0_r,0.70923173,0.6017894,0.6946444,0.6791193,0.6471708,0.9620106075896415
468,rxn05465_d0_r,6.9101295,6.0141354,6.422191,6.4166985,6.2404623,0.0
469,rxn07441_d0_r,16.307194,15.5876665,15.998,15.939888,15.752067,0.26014934740452283
470,rxn08392_d0_r,14.76193,14.402374,14.639523,14.569672,14.43162,0.0
471,rxn08436_d0_r,3.5348873,3.6474733,3.5728056,3.6008945,3.6538308,0.0
472,rxn15021_d0,0.0,0.0,0.0,0.0,0.0,0.8102568216036695
473,rxn15116_d0_r,1.0180876,1.3757149,1.1754857,1.1874324,1.3502103,100.51113926986926
474,rxn15250_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
475,rxn15271_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
476,rxn15280_d0_r,8.886195,8.918955,8.901791,8.842916,8.910797,1.1029248374337488
477,rxn15298_d0_r,0.80961746,1.1542015,0.9440061,0.9937479,1.1118165,0.0
478,rxn15364_d0_r,2.539183,2.7589269,2.6323001,2.6473207,2.6933231,4.414409238770496
479,rxn15494_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
480,rxn17469_d0,1.4728183,1.1300908,1.3173618,1.3070385,1.198805,0.0
481,rxn17744_d0_r,17.882725,17.651617,17.787003,17.778133,17.737759,0.0
482,rxn17803_d0_r,13.617033,15.3834715,14.513779,14.59914,15.078929,0.0
483,rxn18936_d0_r,1.7152535,1.824343,1.7432344,1.7477775,1.8149011,0.0
484,rxn18937_d0_r,20.674946,20.06979,20.51282,20.40576,20.166763,0.0
485,rxn19027_d0_r,1.1780738,1.166998,1.1826575,1.1817847,1.1734047,0.8102568216036696
486,rxn19029_d0_r,0.57512397,0.5271961,0.579777,0.5716483,0.5492809,0.22492078994349354
487,rxn19240_d0_r,10.571598,10.183164,10.464065,10.400362,10.3143635,0.22492078994349357
488,rxn19241_d0_r,2.0759017,1.7177273,1.974175,1.9048562,1.7796848,0.46610091409976984
489,rxn19242_d0_r,2.523122,2.2613797,2.423424,2.3825512,2.299319,0.3441559075038998
490,rxn19343_d0_r,0.0,0.4473321,0.15236947,0.19161287,0.34572712,0.0
491,rxn19686_d0_r,1.7704164,1.982776,1.8302518,1.8465444,1.9463574,0.0
492,rxn19701_d0,0.47105926,0.0,0.0,0.0,0.0,0.0
493,rxn19828_d0_r,61.58855,46.856213,56.638447,55.235325,50.59301,0.0
494,rxn19900_d0_r,0.68579936,0.6714985,0.707382,0.70336777,0.6876312,0.0
495,rxn20583_d0_r,2.989882,3.1677885,3.0507224,3.070348,3.1208906,0.10568567238308729
496,rxn20643_d0_r,4.454821,4.4434237,4.414647,4.424589,4.437964,0.0
497,rxn23155_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
498,rxn23415_d0_r,1.9366915,1.8751239,1.8719637,1.8547952,1.8663176,0.0
499,rxn24330_d0_r,3.4262602,3.3896115,3.407099,3.4007137,3.4021444,0.0
500,rxn24362_d0_r,0.13111101,0.094530605,0.11860073,0.1151888,0.09005566,0.0
501,rxn24508_d0_r,40.34671,43.96023,42.668964,42.785286,43.426254,0.0
502,rxn25637_d0_r,0.6175254,0.63342655,0.61645854,0.6151449,0.6250779,0.0
503,rxn25641_d0_r,0.86826354,0.92040575,0.8624164,0.8611437,0.88446593,0.9620106075896407
504,rxn25647_d0_r,16.524784,15.891787,16.39594,16.32655,16.050037,0.0
505,rxn25649_d0_r,2.4692469,2.3680654,2.472049,2.4736216,2.4250643,0.9620106075896412
506,rxn25661_d0_r,2.8589265,2.9532082,2.893979,2.8940144,2.9260364,0.0
507,rxn25716_d0_r,14.341637,13.741778,14.334614,14.231321,13.978881,0.0
508,rxn25718_d0_r,2.145082,2.167262,2.2048185,2.2159376,2.1706994,0.07045711492205821
509,rxn25719_d0_r,5.716783,5.317226,5.6916685,5.6308203,5.406672,0.0
510,rxn25743_d0_r,0.35669246,0.39029834,0.37337828,0.3756833,0.37011698,0.0
511,rxn25747_d0_r,0.575726,0.39292544,0.5102584,0.5005467,0.44267988,0.9620106075896415
512,rxn25750_d0_r,0.5718205,0.46449807,0.53362113,0.5190059,0.47738355,0.9620106075896413
513,rxn26013_d0_r,1.536007,1.3205532,1.4665924,1.485272,1.3753934,0.0
514,rxn26037_d0_r,1.0862734,1.4532344,1.204654,1.2334977,1.3575305,0.0
515,rxn26477_d0,0.0,0.0,0.0,0.0,0.0,0.0
516,rxn27266_d0_r,21.254091,14.8507185,18.853857,18.340403,16.744682,0.21137134476617475
517,rxn27318_d0,0.0,0.0,0.0,0.0,0.0,0.0
518,rxn27927_d0_r,3.3914788,3.2317417,3.2845714,3.311062,3.2675307,0.0
519,rxn28082_d0_r,0.000722834,0.000692172,0.00066518,0.000665741,0.000704458,0.0
520,rxn28083_d0_r,0.0,0.0,0.0,0.0,0.0,0.0
521,rxn28487_d0_r,1.0413064,1.1020429,0.97548425,0.9740231,1.0400239,0.0
522,rxn28615_d0_r,1.1995342,1.0805864,1.158265,1.1695617,1.1105758,0.0
523,rxn29919_d0_r,3.221963,3.2353487,3.25671,3.329011,3.286486,46.79626078671333
524,rxn37266_d0_r,5.7616286,5.5857353,5.739067,5.740865,5.6408477,0.0
525,rxn37651_d0_r,1.0678462,1.00686,1.0054438,0.9988185,1.0027597,0.0
526,rxn00211_d0_r,10.6683,10.2617855,10.453933,10.401293,10.335879,0.0
527,rxn00834_d0_r,0.07685194,0.024055116,0.044745475,0.046023935,0.06073765,0.0
528,rxn00213_d0_r,19.34241,18.544033,19.040224,18.974192,18.704044,0.0
529,rxn00239_d0_r,2.2153356,1.9492285,2.1545546,2.1019428,2.0049067,0.0
530,rxn00257_c0_r,58.494984,58.350296,58.5173,58.195908,58.296043,1.371203851944663
531,rxn00330_c0,8.044801,8.317439,8.102682,9.066293,8.6122055,3.2673132100586635
532,rxn01362_c0,2.8683372,3.6771202,3.094525,3.1770806,3.4917881,0.29537790486555165
533,rxn00499_c0_r,13.169131,13.14845,13.1876135,13.173447,13.162983,0.10568567238308738
534,rxn04954_c0_r,8.448539,8.411215,8.485323,8.549748,8.478316,0.13278456273772518
535,rxn00799_c0_r,31.00244,31.12884,31.046028,30.784798,30.970516,6.981758110968855
536,rxn01361_c0_r,1.018434,0.9591341,0.8811691,0.8617293,1.085928,0.0
537,rxn09736_c0_i,241.64291,239.85312,241.0356,240.87099,240.22757,24.15730580664177
538,rxn05238_c0_o,113.810776,115.46328,114.27548,114.45215,115.12264,0.0
539,rxn08730_c0_i,8.335632,8.174684,8.551,8.519605,8.33556,0.0
540,rxn31154_d0_o,0.56822985,78.79468,35.35521,36.857567,58.35666,0.0
541,rxn05467_c0_o,89.93545,89.552864,89.45767,89.37985,89.451324,0.0
542,rxn05468_c0_o,206.86719,200.5496,203.32607,203.00188,201.23459,123.4689126949631
543,rxn09121_c0_i,11.826678,12.266314,11.661443,11.58855,11.999357,0.0
544,rxn05319_c0_o,24.746279,23.516727,24.808252,24.615276,23.848043,0.0
545,rxn05238_d0_i,129.58542,127.935715,129.0701,128.886,128.18806,0.2113713447661747
546,rxn05319_d0_i,298.20834,299.12753,297.83508,297.72235,298.67673,489.12060848932407
547,rxn05467_d0_i,179.74976,180.21559,180.41475,180.55757,180.44545,129.316175761235
548,rxn05468_d0_i,56.867016,64.324615,60.475456,60.577286,63.026287,0.0
549,rxn08730_d0_o,349.26932,348.2573,348.6736,347.97192,348.07343,459.2267385835086
550,rxn09118_d0_o,1.1284275,0.9293264,1.067741,1.0454899,0.9652572,1.4904389695050781
551,rxn09121_d0_o,337.1037,336.24014,337.43552,336.85654,336.5238,433.14595353949454
552,rxn09736_d0_o,16.136093,16.463203,16.164444,16.19578,16.360981,0.0
553,rxn09817_d0_o,20.42696,21.553183,20.603523,20.806156,21.217682,0.2953779048655517
554,rxn09839_d0_o,30.676422,31.090498,30.851711,31.301147,31.17831,3.2673132100586635
555,rxn10929_d0_i,7.282527,7.2698255,7.2276006,7.225061,7.2349615,0.0
556,rxn10967_d0_i,51.819843,52.31509,51.881035,52.149136,52.267937,10.249071321027516
557,rxn11013_d0_i,0.0,0.0,0.0,0.0,0.0,0.0
558,rxn13360_d0_o,3.157657,3.214555,3.071304,3.0655932,3.1413686,0.0
559,rxn13361_d0_i,13.990637,13.223778,13.728731,13.673347,13.413202,0.0
560,rxn13365_d0_o,27.657774,27.713036,27.746372,27.507025,27.659313,1.3712038519446628
561,rxn29240_d0_r,373.94,373.06558,373.83633,373.1239,373.08298,444.13238566707184
562,rxn29318_d0_i,57.132477,57.955074,57.63201,57.763546,57.93619,0.0
563,rxn29733_d0_i,4.621435,5.2892733,4.8385763,4.897527,5.146005,0.29537790486555165
564,rxn29785_d0_i,45.891777,46.462345,45.694973,45.608013,46.073288,4.695424731748065
565,rxn33186_d0_o,1.6050141,1.5684953,1.5229676,1.5162737,1.5526794,1.4904389695050788
566,rxn39241_d0_o,13.730896,13.605147,13.629822,13.510778,13.565689,0.0
567,rxn39242_d0_o,3.8788004,3.7508638,3.9252112,3.975987,3.8358712,0.13278456273772518
568,rxn_cpd00008_c0_o,390.66708,390.6114,390.66183,390.78848,390.68146,442.7611818151272
569,rxn_cpd00002_c0_o,16.76667,16.399628,16.315033,16.133154,16.26907,0.0
570,rxn_cpd00103_c0_i,5.069641,4.390194,4.86708,4.7936883,4.533514,0.0
571,rxn08217_c0_i,29.984238,29.883907,29.976086,29.775663,29.84653,1.3359752944836338
